ID_Pedido,Fecha,ID_Cliente,Pais,Categoria,Producto,Precio_Unitario,Cantidad,Costo_Envio,Canal_Venta,Puntuacion_Satisfaccion
ORD-1723,2025-03-06,CLI-122,España,Tecnología,Smartphone Alpha,1130.69,1,63.37,Web,5
ORD-1724,2025-05-26,CLI-209,Chile,Tecnología,Smartphone Alpha,792.24,2,50.27,Tienda Física,5
ORD-1725,2025-08-12,CLI-373,España,Tecnología,Smartwatch Series Z,467.39,3,37.32,Tienda Física,5
ORD-1726,2025-08-27,CLI-369,México,Tecnología,Smartphone Alpha,614.51,1,36.19,Web,5
ORD-1727,2025-06-26,CLI-190,España,Estilo de Vida,Botella Térmica Inteligente,250.34,1,11.15,App,1
ORD-1728,2025-09-24,CLI-286,Chile,Tecnología,Laptop Pro 15,327.58,1,24.6,Tienda Física,5
ORD-1729,2025-12-07,CLI-304,España,Tecnología,Smartwatch Series Z,1181.24,4,73.89,Web,5
ORD-1730,2025-10-09,CLI-325,España,Tecnología,Monitor 4K Curved,351.06,1,26.42,Web,5
ORD-1731,2025-03-04,CLI-137,Argentina,Tecnología,Laptop Pro 15,601.68,1,43.83,Web,5
ORD-1732,2025-08-05,CLI-155,México,Tecnología,Monitor 4K Curved,297.52,1,26.1,App,3
ORD-1733,2025-12-08,CLI-415,Chile,Estilo de Vida,Set de Teclado Mecánico,289.51,2,7.93,Web,3
ORD-1734,2025-11-11,CLI-230,Colombia,Tecnología,Laptop Pro 15,821.36,3,47.36,Web,2
ORD-1735,2025-10-10,CLI-329,España,Estilo de Vida,Botella Térmica Inteligente,242.05,3,3.28,App,4
ORD-1736,2025-06-26,CLI-193,México,Estilo de Vida,Botella Térmica Inteligente,146.75,1,11.54,App,5
ORD-1737,2025-04-08,CLI-326,México,Estilo de Vida,Botella Térmica Inteligente,206.94,1,5.13,App,3
ORD-1738,2025-04-15,CLI-391,México,Tecnología,Monitor 4K Curved,395.76,1,25.29,App,5
ORD-1739,2025-04-09,CLI-136,Colombia,Estilo de Vida,Mochila Ergonómica,165.96,1,5.41,Web,5
ORD-1740,2025-11-07,CLI-474,España,Estilo de Vida,Lámpara LED Escritorio,161.48,3,7.9,App,5
ORD-1741,2025-01-06,CLI-288,España,Estilo de Vida,Silla Gaming X,149.81,2,7.87,Web,4
ORD-1742,2025-07-16,CLI-294,España,Tecnología,Auriculares Noise-Cancelling,857.9,1,54.23,App,2
ORD-1743,2025-12-17,CLI-341,Argentina,Tecnología,Monitor 4K Curved,768.25,3,44.3,App,4
ORD-1744,2025-05-13,CLI-146,España,Tecnología,Smartphone Alpha,1089.61,1,59.72,App,3
ORD-1745,2025-12-24,CLI-367,España,Tecnología,Monitor 4K Curved,214.69,4,17.36,App,5
ORD-1746,2025-09-16,CLI-410,España,Tecnología,Monitor 4K Curved,764.33,1,48.35,Web,2
ORD-1747,2025-01-23,CLI-365,España,Tecnología,Smartphone Alpha,1016.39,1,60.67,Web,2
ORD-1748,2025-02-22,CLI-173,México,Estilo de Vida,Set de Teclado Mecánico,76.7,1,8.88,App,5
ORD-1749,2025-06-14,CLI-384,Argentina,Estilo de Vida,Botella Térmica Inteligente,84.43,1,4.65,Tienda Física,4
ORD-1750,2025-07-21,CLI-486,Colombia,Tecnología,Smartwatch Series Z,283.78,1,25.58,Web,4
ORD-1751,2025-03-24,CLI-187,México,Estilo de Vida,Mochila Ergonómica,95.41,1,8.86,App,3
ORD-1752,2025-05-25,CLI-433,España,Tecnología,Monitor 4K Curved,1198.85,1,71.02,Web,4
ORD-1753,2025-03-26,CLI-260,Colombia,Estilo de Vida,Lámpara LED Escritorio,126.28,1,6.36,Tienda Física,5
ORD-1754,2025-03-19,CLI-286,México,Estilo de Vida,Mochila Ergonómica,185.21,2,9.29,Web,1
ORD-1755,2025-01-01,CLI-219,Argentina,Tecnología,Laptop Pro 15,911.75,2,51.4,Web,5
ORD-1756,2025-02-20,CLI-408,España,Tecnología,Smartwatch Series Z,1130.0,1,70.09,Web,3
ORD-1757,2025-06-22,CLI-393,Chile,Tecnología,Monitor 4K Curved,1060.43,1,67.55,App,3
ORD-1758,2025-07-24,CLI-272,España,Tecnología,Laptop Pro 15,865.53,2,50.81,App,3
ORD-1759,2025-09-17,CLI-214,Argentina,Tecnología,Laptop Pro 15,789.94,1,52.7,Web,2
ORD-1760,2025-10-15,CLI-240,México,Estilo de Vida,Botella Térmica Inteligente,179.1,1,9.56,App,4
ORD-1761,2025-02-03,CLI-171,Colombia,Tecnología,Monitor 4K Curved,275.24,1,21.01,Tienda Física,5
ORD-1762,2025-12-14,CLI-479,España,Tecnología,Smartphone Alpha,457.04,4,36.6,Tienda Física,1
ORD-1763,2025-04-05,CLI-322,Colombia,Tecnología,Smartwatch Series Z,1021.13,3,63.1,Web,4
ORD-1764,2025-03-13,CLI-170,Colombia,Tecnología,Smartphone Alpha,348.06,1,27.48,Tienda Física,5
ORD-1765,2025-02-08,CLI-283,España,Estilo de Vida,Set de Teclado Mecánico,270.88,1,11.28,Tienda Física,4
ORD-1766,2025-06-03,CLI-196,México,Tecnología,Laptop Pro 15,462.94,1,32.27,Tienda Física,5
ORD-1767,2025-09-07,CLI-224,España,Estilo de Vida,Set de Teclado Mecánico,223.03,2,9.08,Web,3
ORD-1768,2025-06-11,CLI-235,Chile,Tecnología,Smartphone Alpha,616.57,1,45.27,Tienda Física,5
ORD-1769,2025-04-28,CLI-480,España,Tecnología,Smartphone Alpha,921.59,1,54.13,App,5
ORD-1770,2025-09-16,CLI-407,España,Estilo de Vida,Mochila Ergonómica,83.08,1,5.82,Tienda Física,3
ORD-1771,2025-11-02,CLI-132,España,Estilo de Vida,Silla Gaming X,229.72,3,11.74,App,5
ORD-1772,2025-09-25,CLI-155,México,Tecnología,Laptop Pro 15,541.52,1,33.53,Web,1
ORD-1773,2025-02-23,CLI-237,España,Tecnología,Auriculares Noise-Cancelling,1029.77,3,65.32,Web,4
ORD-1774,2025-08-24,CLI-300,México,Tecnología,Smartphone Alpha,610.21,1,38.14,App,3
ORD-1775,2025-08-10,CLI-194,Argentina,Estilo de Vida,Botella Térmica Inteligente,65.55,2,3.66,App,5
ORD-1776,2025-09-08,CLI-307,España,Tecnología,Auriculares Noise-Cancelling,1042.43,2,64.38,Web,5
ORD-1777,2025-11-09,CLI-253,Chile,Estilo de Vida,Botella Térmica Inteligente,264.52,3,6.08,Web,5
ORD-1778,2025-04-22,CLI-331,México,Estilo de Vida,Mochila Ergonómica,290.29,1,3.66,Tienda Física,5
ORD-1779,2025-09-12,CLI-246,España,Estilo de Vida,Botella Térmica Inteligente,230.49,1,5.81,Tienda Física,5
ORD-1780,2025-10-30,CLI-260,España,Estilo de Vida,Lámpara LED Escritorio,282.4,1,9.1,App,3
ORD-1781,2025-07-26,CLI-194,España,Tecnología,Auriculares Noise-Cancelling,738.42,2,48.87,Web,4
ORD-1782,2025-08-17,CLI-169,España,Estilo de Vida,Set de Teclado Mecánico,114.84,1,6.93,App,2
ORD-1783,2025-12-07,CLI-139,Colombia,Estilo de Vida,Set de Teclado Mecánico,200.94,2,3.49,Web,5
ORD-1784,2025-03-07,CLI-485,Chile,Tecnología,Auriculares Noise-Cancelling,892.91,2,54.27,Web,4
ORD-1785,2025-03-16,CLI-322,Colombia,Tecnología,Monitor 4K Curved,1110.35,1,62.6,Web,3
ORD-1786,2025-04-13,CLI-236,Colombia,Tecnología,Laptop Pro 15,779.4,2,45.68,Web,3
ORD-1787,2025-07-11,CLI-179,Colombia,Estilo de Vida,Silla Gaming X,167.83,1,8.09,Tienda Física,4
ORD-1788,2025-09-09,CLI-368,España,Estilo de Vida,Set de Teclado Mecánico,132.67,1,9.42,App,4
ORD-1789,2025-08-14,CLI-262,Colombia,Estilo de Vida,Set de Teclado Mecánico,260.93,3,5.69,Web,5
ORD-1790,2025-10-21,CLI-310,Chile,Tecnología,Laptop Pro 15,628.28,2,36.72,Web,4
ORD-1791,2025-11-02,CLI-326,Colombia,Estilo de Vida,Set de Teclado Mecánico,31.71,3,8.23,Tienda Física,5
ORD-1792,2025-04-08,CLI-431,Chile,Tecnología,Smartphone Alpha,395.26,1,27.4,Web,4
ORD-1793,2025-12-04,CLI-324,España,Tecnología,Smartwatch Series Z,410.0,4,30.56,Web,2
ORD-1794,2025-10-13,CLI-325,Colombia,Tecnología,Monitor 4K Curved,765.98,1,49.54,Web,5
ORD-1795,2025-12-01,CLI-259,México,Tecnología,Laptop Pro 15,734.57,4,50.28,Web,2
ORD-1796,2025-12-13,CLI-305,Colombia,Tecnología,Smartwatch Series Z,187.55,2,19.66,App,4
ORD-1797,2025-11-04,CLI-245,España,Tecnología,Auriculares Noise-Cancelling,611.48,2,36.25,Tienda Física,5
ORD-1798,2025-09-06,CLI-333,México,Tecnología,Smartwatch Series Z,274.28,1,25.17,Tienda Física,2
ORD-1799,2025-06-15,CLI-284,España,Tecnología,Monitor 4K Curved,844.52,1,56.05,Web,4
ORD-1800,2025-12-01,CLI-395,Argentina,Tecnología,Smartwatch Series Z,353.4,2,26.13,App,5
ORD-1801,2025-01-30,CLI-125,España,Estilo de Vida,Botella Térmica Inteligente,264.6,1,3.14,Web,4
ORD-1802,2025-09-04,CLI-200,España,Tecnología,Smartphone Alpha,688.21,1,45.05,App,5
ORD-1803,2025-04-16,CLI-492,Argentina,Tecnología,Smartphone Alpha,678.75,1,46.95,Web,5
ORD-1804,2025-02-20,CLI-342,Argentina,Tecnología,Monitor 4K Curved,1079.17,1,64.73,Web,1
ORD-1805,2025-03-22,CLI-234,Colombia,Tecnología,Smartphone Alpha,1001.64,2,55.96,App,4
ORD-1806,2025-05-13,CLI-473,Colombia,Tecnología,Smartphone Alpha,864.61,1,49.44,Web,5
ORD-1807,2025-10-12,CLI-455,España,Tecnología,Auriculares Noise-Cancelling,479.82,1,35.33,App,2
ORD-1808,2025-05-18,CLI-306,España,Estilo de Vida,Set de Teclado Mecánico,293.79,1,3.34,Web,5
ORD-1809,2025-07-03,CLI-410,Chile,Tecnología,Laptop Pro 15,830.21,1,48.61,Tienda Física,5
ORD-1810,2025-11-26,CLI-194,Argentina,Estilo de Vida,Botella Térmica Inteligente,286.31,3,3.57,App,5
ORD-1811,2025-09-30,CLI-232,México,Estilo de Vida,Lámpara LED Escritorio,35.61,1,10.91,Web,4
ORD-1812,2025-12-06,CLI-362,España,Tecnología,Monitor 4K Curved,591.35,4,43.52,Web,1
ORD-1813,2025-03-10,CLI-107,Colombia,Tecnología,Smartphone Alpha,581.35,1,34.25,Tienda Física,5
ORD-1814,2025-02-03,CLI-248,España,Tecnología,Laptop Pro 15,489.22,1,37.85,App,5
ORD-1815,2025-09-19,CLI-252,España,Tecnología,Laptop Pro 15,737.85,1,51.5,Web,5
ORD-1816,2025-02-22,CLI-101,España,Estilo de Vida,Botella Térmica Inteligente,119.97,1,11.92,Web,5
ORD-1817,2025-07-24,CLI-299,México,Estilo de Vida,Lámpara LED Escritorio,40.53,2,9.06,Web,4
ORD-1818,2025-05-06,CLI-470,México,Tecnología,Laptop Pro 15,909.09,1,52.52,Web,4
ORD-1819,2025-08-23,CLI-348,Colombia,Tecnología,Monitor 4K Curved,161.21,2,20.83,Web,4
ORD-1820,2025-02-12,CLI-291,Chile,Tecnología,Monitor 4K Curved,253.92,2,20.41,Web,5
ORD-1821,2025-08-28,CLI-478,España,Estilo de Vida,Botella Térmica Inteligente,218.89,1,7.06,App,5
ORD-1822,2025-04-21,CLI-295,España,Tecnología,Auriculares Noise-Cancelling,334.46,1,31.33,Tienda Física,4
ORD-1823,2025-09-06,CLI-165,Chile,Estilo de Vida,Silla Gaming X,261.52,1,4.1,Web,3
ORD-1824,2025-05-31,CLI-418,Colombia,Tecnología,Smartphone Alpha,1011.29,1,57.66,Web,2
ORD-1825,2025-07-02,CLI-364,España,Estilo de Vida,Botella Térmica Inteligente,192.62,1,8.27,Web,2
ORD-1826,2025-12-02,CLI-176,España,Estilo de Vida,Mochila Ergonómica,212.84,4,8.95,Tienda Física,3
ORD-1827,2025-04-05,CLI-420,España,Tecnología,Monitor 4K Curved,1174.88,3,69.07,Web,4
ORD-1828,2025-01-08,CLI-327,Colombia,Tecnología,Laptop Pro 15,1187.68,1,68.27,Tienda Física,3
ORD-1829,2025-12-26,CLI-266,México,Estilo de Vida,Set de Teclado Mecánico,213.31,4,4.13,App,3
ORD-1830,2025-07-03,CLI-380,España,Tecnología,Auriculares Noise-Cancelling,330.3,1,26.81,App,5
ORD-1831,2025-10-08,CLI-296,México,Tecnología,Monitor 4K Curved,425.42,1,34.66,App,4
ORD-1832,2025-07-14,CLI-160,Argentina,Estilo de Vida,Set de Teclado Mecánico,110.41,1,8.54,Web,4
ORD-1833,2025-12-18,CLI-231,España,Estilo de Vida,Mochila Ergonómica,219.89,2,4.03,Web,4
ORD-1834,2025-07-14,CLI-325,Argentina,Tecnología,Auriculares Noise-Cancelling,340.31,1,29.14,Web,5
ORD-1835,2025-06-04,CLI-420,Colombia,Tecnología,Smartphone Alpha,654.99,1,41.51,Web,4
ORD-1836,2025-04-03,CLI-440,Chile,Estilo de Vida,Botella Térmica Inteligente,79.7,1,5.16,Tienda Física,3
ORD-1837,2025-06-09,CLI-221,México,Tecnología,Smartphone Alpha,151.9,1,14.83,Tienda Física,3
ORD-1838,2025-03-02,CLI-304,España,Tecnología,Smartwatch Series Z,291.94,1,26.55,Web,5
ORD-1839,2025-05-02,CLI-100,México,Tecnología,Auriculares Noise-Cancelling,867.77,3,48.42,Web,5
ORD-1840,2025-02-20,CLI-403,Argentina,Tecnología,Laptop Pro 15,1068.69,3,66.54,Tienda Física,5
ORD-1841,2025-10-04,CLI-134,España,Tecnología,Auriculares Noise-Cancelling,479.04,2,31.9,Tienda Física,2
ORD-1842,2025-01-05,CLI-248,México,Tecnología,Laptop Pro 15,728.88,1,45.04,App,3
ORD-1843,2025-04-02,CLI-373,Argentina,Tecnología,Monitor 4K Curved,769.95,1,44.47,App,5
ORD-1844,2025-06-19,CLI-486,Colombia,Tecnología,Laptop Pro 15,861.21,1,48.3,Web,3
ORD-1845,2025-11-13,CLI-372,México,Estilo de Vida,Silla Gaming X,242.48,4,10.23,App,5
ORD-1846,2025-01-22,CLI-310,Chile,Estilo de Vida,Mochila Ergonómica,115.11,1,4.89,Web,1
ORD-1847,2025-11-22,CLI-192,México,Tecnología,Smartwatch Series Z,533.35,3,37.78,Tienda Física,2
ORD-1848,2025-01-01,CLI-243,España,Tecnología,Laptop Pro 15,685.22,1,43.49,Web,5
ORD-1849,2025-05-13,CLI-119,Argentina,Estilo de Vida,Botella Térmica Inteligente,244.13,3,4.15,App,4
ORD-1850,2025-08-21,CLI-277,Chile,Estilo de Vida,Silla Gaming X,50.66,2,7.69,Tienda Física,5
ORD-1851,2025-01-12,CLI-374,España,Estilo de Vida,Botella Térmica Inteligente,96.23,1,9.38,Web,3
ORD-1852,2025-12-12,CLI-486,Chile,Estilo de Vida,Lámpara LED Escritorio,164.85,2,7.29,Tienda Física,5
ORD-1853,2025-02-15,CLI-193,España,Estilo de Vida,Lámpara LED Escritorio,72.27,1,3.53,Web,4
ORD-1854,2025-02-03,CLI-497,Colombia,Tecnología,Monitor 4K Curved,282.24,2,28.14,Web,5
ORD-1855,2025-03-19,CLI-206,México,Tecnología,Laptop Pro 15,975.1,3,58.38,Web,5
ORD-1856,2025-08-06,CLI-426,Argentina,Tecnología,Monitor 4K Curved,338.79,3,26.62,App,1
ORD-1857,2025-10-28,CLI-334,España,Tecnología,Monitor 4K Curved,1021.53,2,56.57,App,4
ORD-1858,2025-03-14,CLI-312,España,Estilo de Vida,Set de Teclado Mecánico,39.21,2,4.43,Web,4
ORD-1859,2025-10-09,CLI-385,España,Estilo de Vida,Silla Gaming X,148.02,1,10.11,Web,4
ORD-1860,2025-09-06,CLI-117,México,Estilo de Vida,Botella Térmica Inteligente,184.7,1,6.49,Web,4
ORD-1861,2025-02-16,CLI-463,Colombia,Tecnología,Auriculares Noise-Cancelling,220.02,1,24.3,App,3
ORD-1862,2025-05-01,CLI-320,Colombia,Tecnología,Monitor 4K Curved,244.11,2,26.8,App,4
ORD-1863,2025-08-02,CLI-490,México,Estilo de Vida,Set de Teclado Mecánico,162.23,1,11.38,App,3
ORD-1864,2025-08-27,CLI-415,España,Tecnología,Laptop Pro 15,685.21,1,43.06,Tienda Física,4
ORD-1865,2025-02-25,CLI-125,México,Estilo de Vida,Silla Gaming X,112.5,2,4.49,Web,5
ORD-1866,2025-12-16,CLI-110,España,Tecnología,Auriculares Noise-Cancelling,972.48,2,56.31,Web,3
ORD-1867,2025-04-17,CLI-338,España,Tecnología,Smartphone Alpha,1055.56,1,67.39,Web,5
ORD-1868,2025-11-15,CLI-275,España,Tecnología,Auriculares Noise-Cancelling,367.18,2,29.9,App,5
ORD-1869,2025-02-17,CLI-284,Chile,Tecnología,Laptop Pro 15,857.19,1,49.01,Web,2
ORD-1870,2025-03-02,CLI-344,México,Tecnología,Smartphone Alpha,363.96,1,30.63,App,5
ORD-1871,2025-12-03,CLI-331,México,Tecnología,Auriculares Noise-Cancelling,791.92,3,54.24,Web,3
ORD-1872,2025-01-26,CLI-123,México,Estilo de Vida,Botella Térmica Inteligente,168.71,1,10.04,Web,2
ORD-1873,2025-10-19,CLI-160,Chile,Estilo de Vida,Set de Teclado Mecánico,34.79,2,4.23,Web,2
ORD-1874,2025-09-14,CLI-358,México,Tecnología,Monitor 4K Curved,1135.51,3,63.63,Tienda Física,3
ORD-1875,2025-01-08,CLI-436,España,Tecnología,Laptop Pro 15,848.38,2,54.33,Web,5
ORD-1876,2025-04-23,CLI-198,México,Tecnología,Laptop Pro 15,624.69,1,44.81,Web,4
ORD-1877,2025-12-21,CLI-103,México,Tecnología,Monitor 4K Curved,320.91,3,25.94,Web,1
ORD-1878,2025-09-10,CLI-191,Argentina,Tecnología,Monitor 4K Curved,816.91,1,54.94,App,4
ORD-1879,2025-06-29,CLI-331,España,Tecnología,Smartwatch Series Z,1153.66,1,70.02,Tienda Física,5
ORD-1880,2025-07-26,CLI-148,Chile,Tecnología,Smartwatch Series Z,992.69,1,63.09,Tienda Física,4
ORD-1881,2025-10-30,CLI-418,Argentina,Tecnología,Laptop Pro 15,863.53,1,48.85,App,3
ORD-1882,2025-05-07,CLI-319,Argentina,Estilo de Vida,Mochila Ergonómica,267.51,1,7.37,Tienda Física,4
ORD-1883,2025-02-25,CLI-492,España,Tecnología,Smartwatch Series Z,358.58,3,25.74,Web,5
ORD-1884,2025-08-02,CLI-389,Argentina,Tecnología,Laptop Pro 15,316.57,1,23.96,Web,2
ORD-1885,2025-01-14,CLI-400,Colombia,Estilo de Vida,Set de Teclado Mecánico,172.93,1,5.79,App,5
ORD-1886,2025-01-28,CLI-129,México,Tecnología,Monitor 4K Curved,219.6,1,19.65,Web,5
ORD-1887,2025-03-19,CLI-186,España,Tecnología,Smartwatch Series Z,662.1,1,44.41,Web,4
ORD-1888,2025-08-04,CLI-273,Argentina,Estilo de Vida,Mochila Ergonómica,182.2,1,11.13,Tienda Física,4
ORD-1889,2025-12-31,CLI-415,Colombia,Tecnología,Smartphone Alpha,1036.75,5,62.66,Web,3
ORD-1890,2025-06-03,CLI-227,Chile,Tecnología,Auriculares Noise-Cancelling,640.6,2,39.43,App,5
ORD-1891,2025-01-14,CLI-197,México,Estilo de Vida,Botella Térmica Inteligente,163.84,1,10.98,Web,4
ORD-1892,2025-07-06,CLI-261,España,Tecnología,Smartphone Alpha,904.53,1,52.36,Web,4
ORD-1893,2025-11-08,CLI-342,Chile,Tecnología,Smartwatch Series Z,714.03,2,42.74,Web,1
ORD-1894,2025-01-07,CLI-274,España,Tecnología,Laptop Pro 15,163.73,1,14.9,Web,3
ORD-1895,2025-01-03,CLI-186,España,Tecnología,Laptop Pro 15,185.97,1,16.0,App,4
ORD-1896,2025-04-21,CLI-474,México,Tecnología,Monitor 4K Curved,1186.58,1,73.15,App,5
ORD-1897,2025-08-26,CLI-189,España,Tecnología,Laptop Pro 15,699.95,2,40.24,Web,1
ORD-1898,2025-12-29,CLI-313,España,Estilo de Vida,Silla Gaming X,276.22,2,6.74,Tienda Física,3
ORD-1899,2025-08-27,CLI-349,Argentina,Estilo de Vida,Set de Teclado Mecánico,229.61,1,7.53,App,3
ORD-1900,2025-10-01,CLI-436,Argentina,Estilo de Vida,Lámpara LED Escritorio,269.51,1,10.61,App,4
ORD-1901,2025-10-21,CLI-251,México,Estilo de Vida,Botella Térmica Inteligente,85.52,2,6.5,App,3
ORD-1902,2025-08-15,CLI-383,España,Estilo de Vida,Lámpara LED Escritorio,73.42,1,9.69,Web,5
ORD-1903,2025-01-15,CLI-214,México,Tecnología,Auriculares Noise-Cancelling,244.32,1,23.12,Web,2
ORD-1904,2025-07-11,CLI-433,Colombia,Tecnología,Smartphone Alpha,307.03,1,21.39,Web,3
ORD-1905,2025-04-29,CLI-257,Colombia,Estilo de Vida,Botella Térmica Inteligente,83.67,2,6.47,Web,2
ORD-1906,2025-01-28,CLI-146,España,Tecnología,Smartphone Alpha,411.38,1,31.47,Web,4
ORD-1907,2025-07-21,CLI-331,Chile,Tecnología,Auriculares Noise-Cancelling,734.05,3,45.82,Web,3
ORD-1908,2025-02-08,CLI-205,México,Estilo de Vida,Botella Térmica Inteligente,248.29,1,5.88,Web,1
ORD-1909,2025-09-30,CLI-119,Colombia,Estilo de Vida,Set de Teclado Mecánico,56.24,3,6.07,App,4
ORD-1910,2025-08-19,CLI-202,México,Tecnología,Laptop Pro 15,675.35,1,43.6,App,4
ORD-1911,2025-03-27,CLI-254,España,Estilo de Vida,Silla Gaming X,139.08,1,9.91,Web,4
ORD-1912,2025-05-06,CLI-123,México,Tecnología,Smartwatch Series Z,837.35,1,53.96,Web,4
ORD-1913,2025-10-27,CLI-283,México,Estilo de Vida,Botella Térmica Inteligente,139.59,1,6.47,Tienda Física,2
ORD-1914,2025-01-25,CLI-215,Chile,Estilo de Vida,Botella Térmica Inteligente,284.48,1,3.38,App,1
ORD-1915,2025-05-25,CLI-220,Chile,Tecnología,Smartwatch Series Z,404.02,1,33.96,App,5
ORD-1916,2025-01-13,CLI-218,México,Estilo de Vida,Botella Térmica Inteligente,278.03,1,7.23,App,2
ORD-1917,2025-07-31,CLI-113,Argentina,Tecnología,Smartwatch Series Z,260.0,1,22.54,Tienda Física,5
ORD-1918,2025-01-25,CLI-430,España,Estilo de Vida,Lámpara LED Escritorio,149.31,1,9.23,App,2
ORD-1919,2025-03-09,CLI-388,México,Tecnología,Auriculares Noise-Cancelling,249.63,1,20.81,Web,4
ORD-1920,2025-03-08,CLI-194,España,Estilo de Vida,Silla Gaming X,214.67,1,9.52,Web,3
ORD-1921,2025-08-21,CLI-485,España,Estilo de Vida,Silla Gaming X,27.67,1,4.26,App,5
ORD-1922,2025-04-19,CLI-381,Colombia,Estilo de Vida,Lámpara LED Escritorio,30.64,1,6.27,Tienda Física,2
ORD-1923,2025-05-26,CLI-339,Colombia,Tecnología,Laptop Pro 15,170.5,1,21.83,Tienda Física,5
ORD-1924,2025-04-21,CLI-378,México,Estilo de Vida,Lámpara LED Escritorio,194.18,1,10.45,App,3
ORD-1925,2025-08-16,CLI-139,Colombia,Tecnología,Auriculares Noise-Cancelling,563.41,1,35.44,App,5
ORD-1926,2025-04-21,CLI-278,Chile,Tecnología,Smartphone Alpha,479.04,1,33.58,Tienda Física,4
ORD-1927,2025-02-03,CLI-392,España,Estilo de Vida,Set de Teclado Mecánico,92.58,1,8.19,Tienda Física,4
ORD-1928,2025-04-21,CLI-300,España,Estilo de Vida,Botella Térmica Inteligente,202.35,1,10.66,Tienda Física,4
ORD-1929,2025-09-21,CLI-167,México,Estilo de Vida,Set de Teclado Mecánico,178.12,1,8.95,App,2
ORD-1930,2025-08-24,CLI-491,Colombia,Tecnología,Smartphone Alpha,563.68,1,35.84,App,5
ORD-1931,2025-03-24,CLI-271,España,Tecnología,Auriculares Noise-Cancelling,947.71,1,60.12,App,5
ORD-1932,2025-02-11,CLI-431,México,Estilo de Vida,Set de Teclado Mecánico,186.62,1,5.27,Web,3
ORD-1933,2025-04-11,CLI-220,México,Estilo de Vida,Set de Teclado Mecánico,293.87,3,3.97,Tienda Física,5
ORD-1934,2025-01-06,CLI-244,Argentina,Estilo de Vida,Mochila Ergonómica,171.34,1,6.62,Web,5
ORD-1935,2025-06-29,CLI-237,México,Tecnología,Smartphone Alpha,1110.18,2,61.41,App,3
ORD-1936,2025-10-09,CLI-161,México,Tecnología,Auriculares Noise-Cancelling,268.5,1,23.76,Tienda Física,5
ORD-1937,2025-11-16,CLI-345,México,Estilo de Vida,Set de Teclado Mecánico,36.41,2,5.53,Tienda Física,5
ORD-1938,2025-08-14,CLI-364,México,Estilo de Vida,Set de Teclado Mecánico,199.38,1,11.86,Web,4
ORD-1939,2025-11-11,CLI-267,México,Tecnología,Laptop Pro 15,693.3,5,43.99,Tienda Física,1
ORD-1940,2025-12-31,CLI-291,Chile,Tecnología,Smartphone Alpha,525.67,4,40.7,Web,5
ORD-1941,2025-08-17,CLI-441,España,Estilo de Vida,Botella Térmica Inteligente,100.93,1,11.37,Tienda Física,4
ORD-1942,2025-10-16,CLI-469,España,Estilo de Vida,Botella Térmica Inteligente,240.65,2,9.87,Web,4
ORD-1943,2025-05-30,CLI-223,España,Estilo de Vida,Botella Térmica Inteligente,226.75,2,8.63,Tienda Física,4
ORD-1944,2025-10-04,CLI-261,España,Tecnología,Laptop Pro 15,887.27,2,54.5,Web,5
ORD-1945,2025-07-17,CLI-425,Chile,Tecnología,Smartwatch Series Z,316.0,1,22.05,Web,5
ORD-1946,2025-03-11,CLI-443,España,Tecnología,Monitor 4K Curved,428.89,2,33.49,Web,5
ORD-1947,2025-04-22,CLI-259,México,Estilo de Vida,Lámpara LED Escritorio,202.07,1,7.96,Web,5
ORD-1948,2025-01-04,CLI-287,España,Tecnología,Monitor 4K Curved,905.14,1,56.11,Tienda Física,4
ORD-1949,2025-12-16,CLI-159,México,Tecnología,Smartwatch Series Z,414.89,3,31.61,Web,5
ORD-1950,2025-11-27,CLI-357,México,Tecnología,Laptop Pro 15,1159.72,3,68.1,Web,2
ORD-1951,2025-11-14,CLI-360,España,Tecnología,Smartphone Alpha,344.62,4,28.57,Web,5
ORD-1952,2025-12-16,CLI-141,España,Tecnología,Smartwatch Series Z,571.88,2,42.68,Web,4
ORD-1953,2025-04-05,CLI-372,España,Estilo de Vida,Lámpara LED Escritorio,120.84,1,4.19,Web,5
ORD-1954,2025-06-01,CLI-460,España,Tecnología,Auriculares Noise-Cancelling,723.35,3,47.07,Web,3
ORD-1955,2025-11-07,CLI-146,Chile,Tecnología,Smartphone Alpha,855.54,4,52.37,Web,5
ORD-1956,2025-05-17,CLI-273,México,Tecnología,Smartwatch Series Z,1035.34,1,61.58,Tienda Física,3
ORD-1957,2025-09-04,CLI-374,México,Tecnología,Smartwatch Series Z,779.26,3,48.73,Web,5
ORD-1958,2025-08-31,CLI-390,México,Tecnología,Monitor 4K Curved,732.61,1,49.59,App,4
ORD-1959,2025-01-31,CLI-367,Argentina,Estilo de Vida,Set de Teclado Mecánico,199.5,1,7.79,Web,4
ORD-1960,2025-02-09,CLI-206,España,Tecnología,Smartwatch Series Z,418.89,1,27.15,App,2
ORD-1961,2025-08-17,CLI-313,Colombia,Tecnología,Smartwatch Series Z,255.56,1,22.74,Web,5
ORD-1962,2025-02-05,CLI-378,Argentina,Tecnología,Laptop Pro 15,620.37,1,37.91,App,4
ORD-1963,2025-08-11,CLI-471,Chile,Tecnología,Smartwatch Series Z,377.12,2,31.93,Web,3
ORD-1964,2025-01-06,CLI-419,España,Tecnología,Auriculares Noise-Cancelling,871.76,2,54.92,Web,3
